process_nm,tmus,texture_rate,rops,pixel_rate,direct_x,shader,open_gl,memory_mb,memory_speed_mhz,memory_type,memory_bandwidth_gbs,boost_clock_mhz,psu_w,min_ram_mb,recom_ram_mb,min_vram_mb,recom_vram_mb,min_os,recom_os,min_direct_x,recom_direct_x,min_hdd_mb,recom_hdd_mb,release_date,name
15.0,112.0,165.0,40.0,62.5,12.05,5.0,4.5,7168.0,2001.0,5.0,224.1,1524.5,450.0,4096.0,8192.0,2048.0,,Windows 7 64-bit,Windows 10 64-bit,11.0,,102400.0,102400.0,2018-12-21,ATLAS
40.0,18.0,14.5,,4.5,11.0,5.0,3.7,512.0,900.0,5.0,57.6,,350.0,2048.0,2048.0,,,Windows Vista 32-bit,Windows 10 64-bit,11.0,11.0,2560.0,2560.0,2019-12-10,AVICII Invector
15.0,172.0,269.0,60.0,96.0,12.05,5.0,4.45,8192.0,1251.0,1.5,256.15,841.5,550.0,6144.0,6144.0,2048.0,8192.0,Windows 10 64-bit,Windows 10 64-bit,11.0,12.0,15360.0,15360.0,2021-09-28,AWAY: The Survival Series
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2014-09-24,AX:EL
60.0,52.0,33.5,22.0,14.0,10.05,4.05,2.6500000000000004,704.0,949.5,4.0,113.55,,500.0,2048.0,3072.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,10.0,4096.0,4096.0,2013-09-12,Aarklash: Legacy
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2012-03-27,Aaron Crane: Paintings Come Alive
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,1024.0,1024.0,2015-02-24,Aarus Awakening
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2014-04-23,Abalone
28.0,52.0,49.0,24.0,22.5,11.15,5.0,4.300000000000001,2048.0,1275.0,5.0,120.0,542.5,400.0,4096.0,6144.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,5120.0,15360.0,2018-02-21,Abandon Ship
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,1024.0,1024.0,2013-06-19,Abandoned
9.5,116.0,191.0,56.0,93.0,12.05,5.6,4.55,6144.0,1625.0,3.0,144.0,1672.5,500.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,40960.0,40960.0,2021-01-01,Abandoned (2021)
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,1024.0,1024.0,2015-07-29,Abducted
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2014-10-24,Abomination Tower
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,,2048.0,,,Windows XP 32-bit,Windows 7 32-bit,9.0,,,,2015-07-25,Absolute Drift
28.0,128.0,133.5,32.0,33.5,11.6,5.0,4.4,2560.0,1626.0,5.0,256.15,1042.5,650.0,8192.0,8192.0,1024.0,,Windows 7 64-bit,Windows 10 64-bit,9.0,11.0,7168.0,7168.0,2017-08-29,Absolver
55.0,40.0,34.0,16.0,14.0,10.1,4.1,3.2,1024.0,975.0,5.0,124.8,,500.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,4096.0,4096.0,2014-05-06,Abyss Odyssey
28.0,36.0,37.0,16.0,16.5,11.1,5.0,4.25,1024.0,1187.5,5.0,76.0,,425.0,4096.0,4096.0,,,Windows 10 64-bit,Windows 10 64-bit,11.0,11.0,10240.0,10240.0,2020-12-17,Abyss Of The Sacrifice
15.0,112.0,165.0,40.0,62.5,12.05,5.0,4.5,7168.0,2001.0,5.0,224.1,1524.5,450.0,8192.0,8192.0,4096.0,6144.0,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,30720.0,30720.0,2017-09-12,Accel World VS. Sword Art Online Deluxe Edition
40.0,76.0,59.0,36.0,26.0,11.0,5.0,4.1,1664.0,1106.0,5.0,154.95,,550.0,4096.0,4096.0,,,Windows Vista 64-bit,Windows 10 64-bit,11.0,11.0,17408.0,17408.0,2020-10-14,Accident
15.0,132.0,192.0,48.0,74.5,12.05,5.0,4.5,6144.0,1876.0,5.0,240.15,1474.5,475.0,8192.0,16384.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,2048.0,2048.0,2016-10-18,Accounting
15.0,108.0,152.5,40.0,61.5,12.05,5.0,4.5,3584.0,1876.0,5.0,208.1,1487.5,425.0,4096.0,8192.0,2048.0,3072.0,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,61440.0,61440.0,2019-02-01,Ace Combat 7: Skies Unknown
60.0,36.0,22.5,16.0,10.5,10.05,4.05,2.7,384.0,865.0,3.0,55.35,,425.0,2048.0,4096.0,,,Windows XP 32-bit,Windows Vista 64-bit,9.0,9.0,16384.0,20480.0,2013-01-25,Ace Combat: Assault Horizon
40.0,16.0,10.0,,3.5,11.0,5.0,3.7,768.0,950.0,4.0,46.4,,350.0,,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2012-12-12,Ace of Spades
,,,,,9.0,2.5,2.0,256.0,840.0,3.0,42.55,,175.0,1024.0,1024.0,,,Windows XP 32-bit,,9.0,9.0,2048.0,1024.0,2011-10-13,Aces High
,,,,,9.0,3.0,2.0,384.0,550.0,2.5,17.6,,350.0,,1536.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,3072.0,3072.0,2010-02-25,Achtung Panzer: Kharkov 1943
,,,,,9.0,3.0,2.0,384.0,550.0,2.5,17.6,,350.0,,1536.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,3072.0,3072.0,2011-11-01,Achtung Panzer: Operation Star
,,,,,9.0,3.0,2.0,384.0,550.0,2.5,17.6,,350.0,,1536.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,1024.0,1024.0,2012-01-03,Achtung Panzer: Operation Star - Sokolovo 1943
60.0,40.0,25.0,6.0,6.5,10.05,4.05,2.55,512.0,650.0,2.5,28.0,,400.0,4096.0,4096.0,,,Windows 7 64-bit,Windows 10 64-bit,10.0,10.0,2048.0,2048.0,2020-06-17,Across the Grooves
28.0,80.0,81.5,28.0,28.5,11.1,5.0,4.25,2048.0,1351.0,5.0,148.89999999999998,516.5,475.0,2048.0,4096.0,512.0,2048.0,Windows Vista 32-bit,Windows 7 64-bit,10.0,11.0,10240.0,10240.0,2015-09-02,Act Of Aggression
21.0,76.0,83.0,24.0,26.0,11.55,2.5,2.15,1024.0,1626.0,2.5,96.15,1116.0,425.0,4096.0,4096.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,3072.0,3072.0,2020-10-07,Action Taimanin
28.0,44.0,48.5,16.0,17.5,11.6,5.0,4.4,1536.0,1437.5,5.0,92.0,542.5,375.0,8192.0,8192.0,2048.0,2048.0,Windows 8 64-bit,Windows 8 64-bit,11.0,11.0,5120.0,5120.0,2021-09-24,Actraiser Renaissance
15.0,112.0,165.0,40.0,62.5,12.05,5.0,4.5,7168.0,2001.0,5.0,224.1,1524.5,450.0,4096.0,8192.0,2048.0,6144.0,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,40960.0,40960.0,2023-01-01,Ad Infinitum
21.0,124.0,152.5,44.0,53.5,12.0,5.0,4.45,4096.0,1751.5,5.0,224.2,1222.0,475.0,4096.0,8192.0,2048.0,3072.0,Windows Vista 64-bit,Windows 10 64-bit,11.0,11.0,8192.0,8192.0,2019-08-10,Adam - Lost Memories
,,,,,9.0,3.0,2.0,384.0,550.0,1.5,29.2,,375.0,,1024.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2012-03-09,Adams Venture 3: Revelations
15.0,112.0,165.0,40.0,62.5,12.05,5.0,4.5,7168.0,2001.0,5.0,224.1,1524.5,450.0,4096.0,8192.0,2048.0,6144.0,Windows 8 64-bit,Windows 10 64-bit,11.0,11.0,5120.0,5120.0,2021-03-17,Adios
28.0,80.0,81.5,28.0,28.5,11.1,5.0,4.25,2048.0,1351.0,5.0,148.89999999999998,516.5,475.0,4096.0,4096.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,4096.0,4096.0,2020-02-18,Adore
28.0,132.0,137.5,60.0,63.5,11.6,5.0,4.35,4096.0,1501.5,5.0,272.2,589.0,625.0,8192.0,16384.0,2048.0,4096.0,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,6144.0,6144.0,2016-03-28,Adr1ft
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2014-06-17,Adraiel: Unchained
21.0,124.0,152.5,44.0,53.5,12.0,5.0,4.45,6144.0,1876.5,5.0,240.2,1222.0,500.0,8192.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,16384.0,16384.0,2020-08-27,Adventure In Aellion
60.0,60.0,39.0,24.0,15.5,10.05,4.05,2.6500000000000004,768.0,1003.5,4.0,128.45,,525.0,1024.0,4096.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,1536.0,1536.0,2013-11-08,Adventure Park
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,1024.0,1024.0,2013-11-15,Adventure Time: Explore the Dungeon Because I DONT KNOW!
28.0,20.0,21.0,,8.0,11.1,5.0,4.25,2048.0,1076.0,4.0,34.45,525.0,375.0,1024.0,2048.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,1024.0,1024.0,2016-10-19,AdventureQuest 3D
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2014-12-11,Adventurer
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2014-12-04,Adventurer Manager
40.0,8.0,6.0,,3.0,11.05,5.0,4.25,768.0,899.0,4.0,21.6,,300.0,2048.0,2048.0,,,Windows XP 32-bit,Windows 10 64-bit,9.0,9.0,1024.0,1024.0,2020-10-08,Adventures of Chris
40.0,8.0,5.0,,2.5,10.55,4.55,3.1500000000000004,640.0,595.0,3.0,9.5,,350.0,,1024.0,,,Windows XP 32-bit,Windows Vista 32-bit,9.0,10.0,,,2012-06-13,Adventures of Shuggy
28.0,184.0,174.5,56.0,53.5,11.15,5.0,4.3,3584.0,1376.0,5.0,304.2,451.0,675.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,10.0,10.0,8192.0,8192.0,2020-01-07,Aeioth RPG
34.0,36.0,34.0,16.0,15.5,11.05,5.0,4.199999999999999,1024.0,1225.0,5.0,78.4,,425.0,4096.0,4096.0,1024.0,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,2048.0,2048.0,2020-07-16,Aeolis Tournament
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2013-10-17,Aerena - Class of Champions
28.0,48.0,53.5,16.0,17.5,11.6,5.0,4.4,2048.0,1487.5,5.0,95.2,1117.5,400.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,,,35840.0,40960.0,2016-05-19,Aerofly FS 2 Flight Simulator
55.0,40.0,25.0,16.0,10.0,10.1,4.1,3.2,512.0,993.0,3.0,63.6,,450.0,2048.0,4096.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,24576.0,24576.0,2011-12-05,AeroflyFS
34.0,26.0,22.5,8.0,10.0,11.0,5.0,3.7,1536.0,945.5,4.0,46.25,,375.0,2048.0,4096.0,,,Windows 7 64-bit,Windows 10 64-bit,10.0,11.0,,,2019-12-13,Aery
15.0,112.0,159.5,40.0,61.5,12.05,5.0,4.5,7168.0,2001.0,5.0,224.1,1487.5,450.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,1024.0,2048.0,2019-12-17,Aery VR
15.0,112.0,159.5,40.0,61.5,12.05,5.0,4.5,7168.0,2001.0,5.0,224.1,1487.5,450.0,8192.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,9216.0,9216.0,2020-09-08,AeternoBlade II: Directors Rewind
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2015-09-22,Afro Samurai 2: Revenge of Kuma
28.0,152.0,170.5,64.0,72.5,12.0,5.0,4.4,6144.0,1626.5,5.0,304.2,608.0,550.0,8192.0,16384.0,4096.0,4096.0,Windows 7 64-bit,Windows 10 64-bit,11.0,12.0,51200.0,51200.0,2021-01-01,After The Fall
40.0,8.0,5.5,,2.5,9.5,3.0,2.05,384.0,950.0,3.0,44.8,,175.0,2048.0,3072.0,,,Windows XP 32-bit,Windows Vista 32-bit,9.0,9.0,7168.0,7168.0,2011-11-25,Afterfall: Insanity
15.0,112.0,165.0,40.0,62.5,12.05,5.0,4.5,7168.0,2001.0,5.0,224.1,1524.5,450.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,40960.0,40960.0,2019-10-29,Afterparty
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2015-02-19,Agarest: Generations of War 2
47.5,10.0,5.0,,3.0,10.05,4.1,3.2,384.0,395.0,3.0,6.3,,150.0,1024.0,4096.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,5120.0,5120.0,2007-10-03,Agarest:Generations of War
28.0,108.0,116.0,44.0,48.5,12.0,5.0,4.45,3072.0,1564.0,5.0,200.2,589.0,500.0,4096.0,8192.0,2048.0,4096.0,Windows 7 64-bit,Windows 7 64-bit,10.0,11.0,10240.0,10240.0,2021-09-27,Agatha Christie - Hercule Poirot: The First Cases
55.0,52.0,38.5,16.0,12.0,10.05,4.05,3.1,768.0,1000.0,4.0,92.8,,475.0,2048.0,4096.0,512.0,1024.0,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,1536.0,2048.0,2013-11-14,Age Of Decadence
27.5,4.0,2.5,,1.0,9.55,3.55,2.25,320.0,437.5,2.5,10.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows Vista 32-bit,9.0,9.0,2048.0,2048.0,2013-04-09,Age Of Empires II: HD
65.0,32.0,21.0,16.0,10.0,10.0,4.0,2.1,512.0,900.0,3.0,57.6,,400.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,10240.0,10240.0,2013-04-23,Age Of Wushu
28.0,48.0,53.5,16.0,17.5,11.6,5.0,4.4,2048.0,1487.5,5.0,95.2,1117.5,400.0,1024.0,2048.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,1024.0,1024.0,2018-11-22,Age of Civilizations 2
65.0,24.0,14.0,10.0,7.5,10.5,4.5,3.1500000000000004,672.0,796.0,4.0,57.3,,400.0,2048.0,4096.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,27648.0,27648.0,2008-05-23,Age of Conan: Hyborian Adventures
65.0,24.0,14.0,10.0,7.5,10.5,4.5,3.1500000000000004,672.0,796.0,4.0,57.3,,400.0,2048.0,4096.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,3584.0,3584.0,2010-05-11,Age of Conan: Rise Of The Godslayer
15.0,112.0,165.0,40.0,62.5,12.05,5.0,4.5,7168.0,2001.0,5.0,224.1,1524.5,450.0,8192.0,8192.0,4096.0,6144.0,Windows 10 64-bit,Windows 10 64-bit,11.0,11.0,5120.0,5120.0,2021-09-15,Age of Darkness: Final Stand
27.5,4.0,2.5,,1.0,9.55,3.55,2.25,320.0,437.5,2.5,10.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows Vista 32-bit,9.0,9.0,2048.0,2048.0,2016-11-19,Age of Empires II HD: Rise of the Rajas
27.5,4.0,2.5,,1.0,9.55,3.55,2.25,320.0,437.5,2.5,10.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows Vista 32-bit,9.0,9.0,2048.0,2048.0,2015-11-05,Age of Empires II HD: The African Kingdoms
34.0,52.0,43.0,24.0,20.0,11.05,5.0,3.75,2048.0,1125.0,5.0,104.0,,450.0,4096.0,8192.0,,,Windows 10 64-bit,Windows 10 64-bit,11.0,11.0,30720.0,30720.0,2019-11-14,Age of Empires II: Definitive Edition
27.5,4.0,2.5,,1.0,9.55,3.55,2.25,320.0,437.5,2.5,10.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows Vista 32-bit,9.0,9.0,2048.0,2048.0,2013-11-07,Age of Empires II: The Forgotten
28.0,176.0,190.0,64.0,71.0,12.0,5.0,4.4,4096.0,1126.5,2.0,368.2,608.0,550.0,8192.0,16384.0,2048.0,4096.0,Windows 10 64-bit,Windows 10 64-bit,11.0,11.0,43008.0,43008.0,2020-10-15,Age of Empires III: Definitive Edition
21.0,116.0,141.0,44.0,53.0,12.0,5.0,4.45,4096.0,1751.5,5.0,224.2,1211.0,475.0,8192.0,16384.0,1024.0,4096.0,Windows 10 64-bit,Windows 10 64-bit,12.0,12.0,51200.0,51200.0,2021-10-28,Age of Empires IV
55.0,12.0,6.5,,3.0,10.05,4.05,2.55,384.0,650.0,2.5,14.4,,325.0,1024.0,1024.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,5120.0,5120.0,2011-08-16,Age of Empires Online
27.5,4.0,2.5,,1.0,9.55,3.55,2.25,320.0,437.5,2.5,10.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows Vista 32-bit,9.0,9.0,2048.0,2048.0,2018-02-19,Age of Empires: Definitive Edition
40.0,4.0,,,,9.5,2.5,2.05,64.0,200.0,,3.2,,,,,,,Windows 98,,8.0,,1536.0,1536.0,2002-11-01,Age of Mythology
60.0,52.0,34.0,16.0,10.5,10.05,3.55,3.25,512.0,1046.5,3.0,67.0,,450.0,1024.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,10.0,11.0,3072.0,5120.0,2016-01-01,Age of Mythology - Tales of the Dragon
60.0,52.0,34.0,16.0,10.5,10.05,3.55,3.25,512.0,1046.5,3.0,67.0,,450.0,1024.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,10.0,11.0,3072.0,5120.0,2014-05-08,Age of Mythology Extended Edition
40.0,4.0,,,,9.5,2.5,2.05,64.0,200.0,,3.2,,,,,,,Windows 98,,8.0,,1536.0,1536.0,2003-09-30,Age of Mythology: The Titans
40.0,52.0,37.5,32.0,23.5,11.5,5.0,4.3,1024.0,950.0,5.0,121.6,,475.0,2048.0,4096.0,512.0,1000.0,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,10240.0,10240.0,2014-03-31,Age of Wonders 3
40.0,52.0,37.5,32.0,23.5,11.5,5.0,4.3,1024.0,950.0,5.0,121.6,,475.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,10240.0,10240.0,2014-09-18,Age of Wonders 3: Golden Realms
15.0,100.0,141.0,40.0,61.0,12.05,5.0,4.5,3584.0,1876.0,5.0,208.1,1476.5,425.0,6144.0,8192.0,1024.0,3072.0,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,20480.0,20480.0,2019-08-06,Age of Wonders: Planetfall
15.0,100.0,141.0,40.0,61.0,12.05,5.0,4.5,3584.0,1876.0,5.0,208.1,1476.5,425.0,6144.0,8192.0,1024.0,3072.0,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,20480.0,20480.0,2019-11-19,Age of Wonders: Planetfall - Revelations
20.0,8.0,6.5,,1.5,10.0,4.0,3.1,384.0,900.0,4.0,57.6,,360.0,2048.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,15360.0,15360.0,2013-02-01,Age of Wulin
28.0,52.0,49.0,24.0,22.5,11.15,5.0,4.300000000000001,2048.0,1275.0,5.0,120.0,542.5,400.0,4096.0,4096.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,2048.0,4096.0,2020-07-28,Ageless
28.0,36.0,37.0,16.0,16.5,11.1,5.0,4.25,1024.0,1187.5,5.0,76.0,,425.0,2048.0,4096.0,,,Windows 7 64-bit,Windows 10 64-bit,9.0,9.0,1024.0,1024.0,2019-08-29,Agent A: A Puzzle In Disguise
28.0,132.0,137.5,60.0,63.5,11.6,5.0,4.35,4096.0,1501.5,5.0,272.2,589.0,625.0,8192.0,12288.0,4096.0,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,20480.0,20480.0,2017-08-18,Agents of Mayhem
15.0,112.0,159.5,40.0,61.5,12.05,5.0,4.5,5120.0,1876.0,5.0,208.1,1487.5,425.0,8192.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,3072.0,3072.0,2020-04-07,Agents: Biohunters
28.0,52.0,49.0,24.0,22.5,11.15,5.0,4.300000000000001,2048.0,1275.0,5.0,120.0,542.5,400.0,2048.0,6144.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,11.0,15360.0,15360.0,2018-03-30,Agony
40.0,18.0,13.0,,4.0,11.0,5.0,3.7,512.0,850.0,4.0,40.0,,350.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,1024.0,2011-11-25,Agricultural Simulator 2012
28.0,88.0,92.0,32.0,34.5,12.05,5.0,4.5,2048.0,1564.0,5.0,144.1,589.0,450.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,3072.0,3072.0,2019-12-18,Aima Wars: Steampunk And Orcs
60.0,48.0,29.5,16.0,10.0,10.05,4.05,3.25,512.0,946.5,3.0,60.6,,425.0,1024.0,4096.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,40960.0,40960.0,2012-04-11,Aion: Ascension
60.0,48.0,29.5,16.0,10.0,10.05,4.05,3.25,512.0,946.5,3.0,60.6,,425.0,1024.0,4096.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,1024.0,1024.0,2013-06-26,Aion: Dark Betrayal
60.0,48.0,29.5,16.0,10.0,10.05,4.05,3.25,512.0,946.5,3.0,60.6,,425.0,1024.0,4096.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,1024.0,1024.0,2013-06-26,Aion: Upheaval
55.0,32.0,21.0,16.0,10.0,10.0,4.0,2.1,1024.0,900.0,3.0,57.6,,400.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,4096.0,4096.0,2012-12-05,Air Buccaneers HD
60.0,36.0,22.5,16.0,10.5,10.05,4.05,2.7,384.0,865.0,3.0,55.35,,425.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,4608.0,4608.0,2012-09-21,Air Conflicts Pacific Carriers
65.0,64.0,37.0,28.0,16.0,10.0,4.0,2.1,896.0,999.0,3.0,111.9,,500.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,5120.0,5120.0,2013-10-02,Air Conflicts: Vietnam
16.0,0.5,0.5,,0.5,9.55,3.55,2.55,64.0,533.5,2.5,17.05,675.0,325.0,,1024.0,,,Windows XP 32-bit,Windows 10 64-bit,9.0,9.0,,,2020-07-30,Air Wars
27.5,4.0,3.0,,1.5,9.55,3.55,2.65,192.0,600.0,2.5,19.200000000000003,,375.0,,1024.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2012-11-08,AirMech
27.5,12.0,8.0,8.0,5.0,10.5,4.5,3.5999999999999996,256.0,450.0,3.0,28.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2005-01-07,Airborne Troops: Countdown to D-Day
15.0,152.0,229.5,48.0,76.0,12.05,5.0,4.5,8192.0,1625.5,5.0,288.15,1499.5,500.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,1228.8,1228.8,2017-08-17,Aircar
72.5,24.0,15.0,20.0,13.0,10.05,4.05,2.7,640.0,1013.0,3.5,79.25,,450.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,3072.0,3072.0,2011-10-14,Airline Tycoon 2
72.5,24.0,15.0,20.0,13.0,10.05,4.05,2.7,640.0,1013.0,3.5,79.25,,450.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2012-06-14,Airline Tycoon 2 Honey Airlines
72.5,24.0,15.0,20.0,13.0,10.05,4.05,2.7,640.0,1013.0,3.5,79.25,,450.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2012-05-31,Airline Tycoon 2: Falcon Lines
13.0,172.0,269.0,52.0,82.5,12.05,2.5,2.2,7168.0,1125.0,2.0,296.0,840.0,525.0,16384.0,16384.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,8192.0,8192.0,2020-10-15,Airplane Mode
21.0,124.0,152.5,44.0,53.5,12.0,5.0,4.45,4096.0,1751.5,5.0,224.2,1222.0,475.0,8192.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,15360.0,15360.0,2021-01-01,Airport Contraband
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2014-08-26,Airship Dragoon
52.5,50.0,33.5,16.0,10.5,10.5,4.5,2.6500000000000004,768.0,975.0,4.0,62.4,,475.0,1024.0,2048.0,,,Windows 7 32-bit,Windows 10 64-bit,10.0,10.0,,,2021-02-26,Airstrife: Assault of the Aviators
40.0,36.0,31.5,20.0,18.0,11.0,5.0,4.1,1024.0,1112.5,5.0,87.6,,425.0,2048.0,4096.0,,,Windows Vista 32-bit,Windows 10 64-bit,9.0,9.0,,,2018-09-10,Akane
40.0,4.0,2.0,,2.0,9.5,3.5,2.05,256.0,325.0,1.0,8.4,,350.0,1024.0,1024.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,4096.0,4096.0,2013-02-02,Akaneiro: Demon Hunters
28.0,104.0,94.5,32.0,29.5,11.1,5.0,4.25,2560.0,1376.0,5.0,216.15,516.0,500.0,6144.0,8192.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,11.0,3072.0,3072.0,2015-05-26,Akibas Trip: Undead And Undressed
